CompanyId,ProducerName,Producer Size,SiteName,groupid,Groupname,CombinedGroupName,Std Cost/Lb Gain,GroupType,BusinessUnitName,DateFirstEntered,PARITY,PARITYGROUP,StartPigsInterval,TotalPigsIn,TotalPigsInWeight,AvgPigsInWeight,TotalPigsProduced,AvgExitPigWeight,TotalStdPigs,PercentStdPigs,TotalStdPigWt,AvgStdPigWt,TotalSubStdPigs,PercentSubStdPigs,TotalSubStdPigWt,AvgSubStdPigWt,NetWtProduced,Adg,TotalFeed,FeedLbsPerPigProduced,GroupCloseDate,Gender,MONTH,QTR,YEAR,HealthStatus,CLEAN/DIRTY,AvgWtOutWODeadWt,TransferPercOut,MarketSalesPercOut,GeneticSalesPercOut,OtherSalesPercOut,AdjustmentPercOut,FEED COST/TON,FeedCostlbGain,MortalityPercPigsIn,FC,AdjFC,Adfi,PigsProduced,LocationDays,AvgDof,Dof,ServiceTechName,PigFlow,Genetics,SIRELINE,DAMLINE,SupervisorName,VeterinarianName,NutritionistName,Nutrition,CustomRole3Name,CustomRole4Name,CustomRole5Name,CreatedRow,TotalLossQty,PercentMortality,PercentTop,VerificationDate,AssignedCode,LostOppPerHd,Yield,PercCV,OpportunityCost,TargetMarketWgt,PORAvgWeanAge,PORAvgWeanWeight,PORSireLine,PORPRRS_Status,PORSimplified_Health,FeedMill,SM REGION,LARGE REGION,PercentTopTotalHd
31,Dean Deitchler,,Vandermeer Halvorsen,908728,25DD-101,25DD-101,,Wean to Finish,System G-F,2/24/2025,,,0.0,1162,16459,14.16466638076249,1008,277.8695682572283,958,0.9501183790613194,254623,265.785574565254,0,0.0,0,0.0,254623,1.5552524730282231,621573.57,616.6404489884721,8/28/2025,Mixed,AUG,Q3,2025,Level 2: PRRS Neg Comm,,283.85494617623067,0.0,0.9269374027456038,0.0,0.0,0.0,,0.2870529842160366,6.075731649193882,2.2231199410258315,2.290110631034353,3.929417510284712,1008,189.8951410945364,171.62208474741075,186.0,,KT Pork,PIC 800 x TN,PIC 800,,,,,,YES ,,R ,,-61,0.0522283454699853,0.9258678571031056,9/19/2025,HE,0,0,0,,,,,,,,Windham Coop Society,,,1008
246,Wieland Family Farms,,Northfield 1,841200,26WFF-101,26WFF-101,,Wean to Finish,Producer Managed,9/28/2025,3.2,3.1-3.5,2.0,2250,39783,17.68150983469617,2019,295.0771695887253,1832,0.9071572465181292,508836,277.7488255401915,95,0.0469312254163541,21455,225.8448789851806,530291,1.9170712472462337,1341299.47,664.3385202065772,3/23/2026,,MAR,Q1,2026,Level 2: PRRS Neg Comm,,289.20003152080915,0.0,0.8898984839179386,0.0,0.0,0.0,,0.277303477783035,5.635313505219833,2.442746253599968,2.393335066840593,4.487075295285803,2019,166.76023281947653,153.18379870514522,177.0,,Elm Valley,PIC 337 x PIC,PIC 337,,Farm Team ,Dr Linda Brandvold,Vantage  ,,YES ,,David Jansma,,-115,0.0511790234321012,0.8665672082478952,3/29/2026,HP,0,0,0,,,23.683664185630413,17.088302234037528,DNA-610,2.0,GREEN,WINDHAM COOP,,,2019
495,Kestner Feeders,,Roskamp Sunny Slope,900552,25KF-101,25KF-101,,Wean to Finish,Producer Managed,2/27/2025,1.8,1.6-2.0,0.0,829,10380,12.520572982317642,746,285.630185403771,682,0.9141412910051844,198660,291.29025058154383,0,0.0,0,0.0,198660,1.990978498073063,520647.88,697.9194133562562,8/15/2025,Mixed,AUG,Q3,2025,Level 3:  Vaccine Pos Comm,,305.9048236161129,0.0,0.920849485232808,0.0,0.0,0.0,,0.2349428152457625,7.559414111518402,2.538126147004628,2.432271371386656,4.948010269469831,746,262.8307190078536,142.4676453474923,170.0,All In All Out ,Silver Top,PIC 800 x PIC,PIC 800,,,Megan Overby,Vantage Nutrition ,,Yes ,,,,-62,0.0743833901463,0.9486862851799872,2/14/2026,FZ,0,0,0,,,18.99429724628424,,PIC-800,,RED,WINDHAM Ag,,,746
437,Ehlers & Vollmer,,Cottonwood,967242,26EV-101,26EV-101,,Wean to Finish,Ashcombe-GF,10/22/2025,3.4,3.1-3.5,3.0,2671,42822,16.032153028957936,2230,270.4373817253543,1961,0.8794238787125271,570579,290.96335784920444,73,0.0326922316132219,12978,177.7814799517017,583557,1.7519573902426722,1398666.72,627.2048086580726,4/9/2026,Mixed,APR,Q2,2026,Level 3:  Vaccine Pos Comm,,279.54695235773755,0.0,0.8803154656042484,0.0,0.0,0.0012535240029479,,0.2690529638455675,9.136357117905778,2.5189138652308403,2.6629270798898537,4.3690972487704,2230,172.97031495252446,161.18292180819083,170.0,Continuous ,Precision,DNA 610 x PIC,DNA 610,,Chad Mickelson,,JUNCTION Nurs/BlueStem Fin ,,YES ,,,,-259,0.0968342046899625,0.8639328344985192,4/18/2026,CQ,0,0,0,,,23.977372980437863,14.566555415974149,DNA-610,2.0,GREEN,Thornfield Farms,,,2230
274,Guenther Feeders,,Skarphol/Villareal/Bethke East/Blomquist Farms,711776,25GF-102,25GF-102,,Wean to Finish,Producer Managed,6/12/2025,,,0.0,11133,164331,14.760730954780607,9685,294.2778043294661,9137,0.9434501855612528,2702854,295.8142092555568,46,0.0047115929146621,12714,276.39771379280927,2715568,1.7064855056024466,8215151.8,848.2345689573459,12/22/2025,Mixed,DEC,Q4,2025,Level 3: Vaccine Pos Comm,,289.6516868522164,0.0,0.906053822970271,0.0,0.0,0.007150968542445,,0.307319892796553,4.836529575489379,2.682191846811428,2.5068303058560306,4.726296869741712,9685,473.4916797417189,164.4739098404094,0.0,,Newton/Nokomis/Nokomis,PIC x PIC,PIC 337,,Cody Larimer/Charles Brantley/Richard Zastrow,Adam Radcliff,,,YES ,BKLD250604-WTF ,67.6 /70 ,C,-570,0.0512104480113463,0.9488905681864256,1/3/2026,AL,0,0,0,,,,,,,,PrairieGold Feed Mill/FarmStore South Central FS/Hog Inc/Nutrition Services Inc,,,9685
555,Kaufman & Loeffler,,Kaufman's Nursery/Radcliff,953548,25KL-102,25KL-102,,Wean to Finish,Producer Managed,5/24/2025,,,0.0,1239,15919,12.84787680024568,1073,285.98640425264296,942,0.8782991234818521,260462,276.4987228115086,11,0.0098636015065663,2616,237.8546959351564,263078,1.5841322427916256,775809.5,723.0284210099004,11/17/2025,Mixed,NOV,Q4,2025,Level 3:  Vaccine Pos Comm,,278.76986729040794,0.0,0.8597260627375595,0.0,0.0,0.0049168270898995,,0.3390711044879222,13.398126112876454,2.9275968684748293,2.621364693510752,4.788119792078239,1073,208.184074967615,164.0181130002065,0.0,All in All Out ,BCP,DNA 610 x DNA,DNA 610,,,Linda Brandvold ,Kirkland-GLADWIN-Feed /Quailridge ,,YES ,250527GN - 250711PB ,R ,C,-132,0.1066067218629115,0.8309877814546912,1/8/2026,EN,0,0,0,,,,,,,,Fieldstone Feeds/Elkhart Coop,,,1073
31,Leon Ostergaard,,OAKDALE,712603,25LO-101,25LO-101,,Wean to Finish,Ashcombe-GF,6/5/2025,3.2,3.1-3.5,1.0,4796,77956,16.254285352577448,4516,301.39597938228127,4309,0.9541969634836214,1363654,316.46649858254955,68,0.0151130609172116,14333,210.7800631489105,1377987,1.9911496808269151,3176613.45,703.4130763111219,11/10/2025,Mixed,NOV,Q4,2025,Level 3:  Vaccine Pos Comm,,306.51399208602226,0.0,0.933646019523104,0.0,0.0,0.0,,0.2989088843582639,4.7232201694695,2.480086310569888,2.5008286353761373,5.442548470057446,4516,172.19410630769636,147.59715128126004,0.0,,Morgan Hill,DNA 610 x PIC,DNA 610,,,Mary Wachter,Vantage Nutrition ,,YES ,PPWF44 ,,C,-214,0.0446510501482285,0.872010685603438,12/11/2025,CW,0,0,0,,,23.638955366280776,15.89804930223058,DNA-610,2.0,GREEN,Gladwin Vernfield,,,4516
31,Wade Kowalski,,Fenwick,937543,25WK-101,25WK-101,,Wean to Finish,System G-F,2/12/2025,3.4,3.1-3.5,2.0,1177,17755,15.08456333135486,1188,284.45375507055934,1049,0.8833171568058392,294126,280.38694257817207,16,0.0133429716464477,3725,232.83538202350613,297851,1.7460047104021843,781367.66,657.7168864411113,8/7/2025,Mixed,AUG,Q3,2025,Level 2: PRRS Neg Comm,,285.85219950353525,0.0,0.8664886579032645,0.0,0.0,0.0036374447100214,,0.2896710552103971,11.465777949994344,2.545730151328266,2.383921746782056,4.210110605037294,1188,744.2422242861768,168.76768119867512,177.0,,Grassland,PIC 800 x PIC,PIC 800,,,,Vantage Nutrition ,,YES ,,R ,,-135,0.1148621316722279,0.9302186446530066,10/10/2025,AY,0,0,0,,,23.80906966590089,,PIC 800,,RED,Vernfield Line Wheatland,,,1188
560,WEC,,Zellmer Site,998171,25WEC-101,25WEC-101,,Wean to Finish,Producer Managed,2/27/2025,3.0,2.6-3.0,3.0,2427,38166,15.725559666581242,2332,295.6293796881378,2095,0.8985606177256467,598874,285.85890817949235,152,0.0653859641631831,39935,262.73188773648155,638809,1.7846504802326308,1642547.76,704.3515261407675,8/21/2025,,AUG,Q3,2025,Level 2: PRRS Neg Comm,,295.64924189903974,0.0,0.845631234659878,0.0,0.0,0.0355892426101329,,0.2689633424310599,5.24425292372233,2.5032547653061625,2.3960366920219625,4.169054609668073,2332,177.95391104315092,166.23799152461984,176.0,Continuous ,Mallard Bay,PIC 800 x TN,PIC 800,,Kevin Sorensen ,,,,YES ,,3TF ,,-132,0.0543456931178501,0.973472860510358,4/6/2025,HT,0,0,0,,,25.47115281100456,16.54839246374234,PIC-800,2.0,GREEN,Stonegate Yellowstone Milling,,,2332
274,Guenther Feeders,,SABOLIK - New Bruckner Pork,782006,26GF-101,26GF-101,,Wean to Finish,Producer Managed,9/8/2025,,,2.0,2470,31336,12.68682354853799,2324,292.4146421559817,2147,0.923945089796593,679764,316.61087647999494,21,0.0088731314532878,6137,292.21679018806435,685901,1.7161169761429635,1957363.92,842.2392066264318,3/11/2026,Mixed,MAR,Q1,2026,Level 3: Vaccine Pos Comm,,329.8665490107528,0.0,0.9794488659529366,0.0,0.0004484969533253,0.0060451046956033,,0.3265174848496185,5.006808253846818,2.60747561958556,2.5799387418638604,4.888024362573947,2324,186.856624722666,160.57982715836675,185.0,,Purchased,PIC x PIC,PIC 337,,Cody Larimer,Adam Radcliff,,,YES ,,,,-128,0.0519496620585689,0.9111090443317572,3/19/2026,AL,0,0,0,,,,,,,,Braddock Mill,,,2324
8,Vollmer & Ehlers,,HALVORSEN./LARIMER.,707006,25VE-102,25VE-102,,Wean to Finish,Producer Managed,5/27/2025,3.4,3.1-3.5,0.0,2836,43853,15.462892535514063,2450,282.9412140061326,2212,0.9029450948297432,707556,319.8717693778433,18,0.0072585958661305,4322,240.131735337732,711878,1.7400855735748897,1965761.1,802.3514687486667,11/19/2025,Mixed,NOV,Q4,2025,Good,,305.3003362541217,0.0,0.908983719850183,0.0,0.0,0.0042991797113126,,0.3221080823843259,7.176038977559837,2.705715846356189,2.647030480035087,5.381280141692946,2450,508.8301073339516,169.35168569050947,0.0,,WILDCAT,CAM x 800,PIC 800,,CEDARLINE FEED ,Craig Kirschner,Vantage Nutrition ,,Yes ,FL1/4-25WCMAW07 ,Wet/Dry - Shelf ,C,-209,0.0737647288248821,0.9322146327832264,1/9/2026,EX,0,0,0,,,23.27941746519113,14.789735317131496,PIC-800,2.0,RED,VANTAGE Vernfield Mill (new),,,2450
560,WEC,,Radcliff Skarphol Site,836293,25WEC-102,25WEC-102,,Wean to Finish,Producer Managed,2/10/2025,3.0,2.6-3.0,1.0,2441,39398,16.140225827527814,2270,345.0592880441152,2069,0.9112953250007528,686616,331.85871168104626,14,0.0061356499890942,3477,248.3215179630984,690093,1.945000567354993,2026819.81,892.8721633396294,7/31/2025,,JUL,Q3,2025,,,320.92988332812433,0.0,0.8761432927165224,0.0,0.0,0.0040832115221,,0.3055284073238811,9.765213011803109,2.789029769172892,2.610664441054825,5.337011828608901,2270,175.6715863460249,165.54735087140168,172.0,,Blakes Point,PIC 800 x PIC,PIC 800,,,,,,YES ,,TF ,,-263,0.1077263548860223,0.8708578203116328,9/25/2025,HT,0,0,0,,,24.101022487040943,14.36979990201662,PIC-800,5.0,red,Cornerstone Cooperative (Highline),,,2270
31,Kestner Brothers,,HETTINGER,867094,26KB-101,26KB-101,,Wean to Finish,System G-F,9/4/2025,3.45,3.1-3.5,3.0,2148,32637,15.194091835024812,2181,276.8810349804482,2153,0.9873259172720018,609811,283.23773287970045,24,0.0109468900747923,5356,223.1753672367726,615167,1.797633332035544,1492039.48,684.1079670657114,2/18/2026,Mixed,FEB,Q1,2026,Level 3:  Vaccine Pos Comm,,269.24318868939486,0.0,0.9239544080719044,0.0,0.0,0.0026303497186563,,0.2988208664497492,4.072884788933028,2.70832027184783,2.4397421393011887,4.7700608193401335,2181,187.18347044771684,147.49446069192692,168.0,All in All Out ,Goose Lake,PIC 800 x TN,PIC 800,,,Megan Novotny,CedarLine Highline ,,YES ,,,,-90,0.0419741908658062,0.9699709498805268,3/4/2026,HA,0,0,0,,,24.527776173791963,17.331298574852116,PIC-800,3.0,GREEN,Ironclad Windham Coop,,,2181
31,Wade Kowalski,,Trailer Park,715134,25WK-102,25WK-102,,Wean to Finish,System G-F,4/21/2025,3.4,3.1-3.5,2.0,2453,37256,15.18787129784836,2571,263.5624926506159,2403,0.9345914007230984,698282,290.587424840972,16,0.0060602679940524,3820,238.77002435037863,702102,1.71445036074178,1897516.96,738.0462703723767,10/15/2025,Mixed,OCT,Q4,2025,Level 2: PRRS Neg Comm,,299.325038315683,0.0,0.9576878275851228,0.0,0.0,0.0054619732325775,,0.302148658581498,4.4075470243506025,2.444067417791721,2.6102441438920367,4.454518298759119,2571,172.39666733794246,161.6189335311458,178.0,,Skyline Pork,PIC 800 x PIC,PIC 800,,,,,,YES ,,R ,,-119,0.0486283777017347,0.9025195165906876,11/18/2025,AY,0,0,0,,,25.519277702761592,,PIC-800,,RED,Vernfield Line Wheatland,,,2571
